ii	id	text	title
738	739	Wi - Fi ( 802.11 b / g / n ) 5th gen : Wi - Fi ( 802.11 a / b / g / n ) 6th gen : Wi - Fi ( 802.11 a / b / g / n / ac ) 2nd gen , 3rd gen , and 4th gen : Bluetooth 2.1 + EDR 5th gen : Bluetooth 4.0 6th gen : Bluetooth 4.1 Power Built - in rechargeable Li - Po battery 1st gen : 3.7 V 2.15 W h ( 580 mA h ) 2nd gen : 3.7 V 2.73 W h ( 739 mA h ) 3rd gen : 3.7 V 2.92 W h ( 789 mA h ) 4th gen : 3.7 V 3.44 W h ( 930 mA h ) 5th gen : 3.7 V 3.8 W h ( 1030 mA h ) 6th gen : 3.83 V 3.99 W h ( 1043 mA h ) Online services App Store , iTunes Store , Game Center , iBookstore , iCloud , Passbook 1st gen : 110 mm ( 4.3 in ) H 61.8 mm ( 2.43 in ) W 8 mm ( 0.31 in ) D 2nd , 3rd gen : 110 mm ( 4.3 in ) H 61.8 mm ( 2.43 in ) W 8.5 mm ( 0.33 in ) D 4th gen : 111 mm ( 4.4 in ) H 58.9 mm ( 2.32 in ) W 7.2 mm ( 0.28 in ) D 5th , 6th gen	iPod Touch
739	740	: 123.4 mm ( 4.86 in ) H 58.6 mm ( 2.31 in ) W 6.1 mm ( 0.24 in ) D Weight 1st gen : 120 g ( 4.2 oz ) 2nd , 3rd gen : 115 g ( 4.1 oz ) 4th gen : 101 g ( 3.6 oz ) 5th , 6th gen : 88 g ( 3.1 oz ) Related articles iPod Nano iPod Classic iPod Shuffle List of iOS devices Website www.apple.com/ipod-touch/ This article is part of a series on the iPod Classic Mini Nano Shuffle Touch 5th 6th List of iPod models The iPod Touch ( stylized and marketed as iPod touch ) is an iOS - based all - purpose mobile device designed and marketed by Apple Inc. with a touchscreen - controlled user interface . It can be used as a music and video player , digital camera , handheld game device , etc . It connects to the Internet only through Wi - Fi base stations , does not use cellular network data , and is therefore not a smartphone , though it has a similar design to the iPhone and is often referred to as the `` iPhone without a data plan '' . Furthermore , it does not fit in Apple 's iPhone accessories such as their leather cases . As of May 2013 , 100 million iPod Touch units had been sold since 2007 . iPod Touch models are sold by storage space and color , with all	iPod Touch
740	741	models of the same generation typically offering otherwise identical features , processors , and performance , in addition to available operating system upgrades ; an exception was the fifth generation , as the low - end ( 16 GB ) model was initially sold without a rear - facing camera . The current iPod touch is the sixth - generation model , released on July 15 , 2015 . As of September 2017 , the iPod Touch is currently the only product in Apple 's iPod product line , following the discontinuation of the iPod Nano and iPod Shuffle . Following the discontinuation , Apple revised the storage and pricing for the iPod Touch with 32 and 128 GB of storage . Contents ( hide ) 1 Software 1.1 Purchasing content 1.2 Third - party applications 2 User - made modifications 3 Comparison to the iPhone 4 Requirements 4.1 Setup and synchronization 4.2 Battery charging with FireWire 4.3 Apple Lightning connector 5 Models 6 Timeline of models 7 See also 8 References 9 External links Software ( edit ) Main article : iOS See also : iOS version history The iPod Touch runs Apple 's Unix - based iOS operating system ( called ' iPhone OS ' until 2010 ) and includes bundled software to browse the Internet , view maps , send and receive email , view media , and work with office documents , presentations , and spreadsheets . Users type on a virtual keyboard displayed on the	iPod Touch
741	742	screen . Apple operates an online store , allowing users to buy and directly download music , videos and third - party software . From launch , the iPod Touch was described by journalists as an ' iPhone without the phone ' , and each iPod Touch model to date has been introduced with the same release number of iOS as the contemporary iPhone model . As for the iPod . Successive updates to iOS since the initial release in 2007 have released additional features . iPhone OS 2.0 , released on July 11 , 2008 , introduced the App Store , which allowed third - party applications for the first time . iPhone OS 3.0 , released on June 17 , 2009 , added features such as cut , copy , and paste , data tethering and push notification support . iOS 4.0 , released on June 21 , 2010 , introduced iBooks , FaceTime , and multitasking . It dropped support for the first generation iPod Touch . In June 2011 , iOS 5 , the fifth major release of iOS software , was announced at Apple 's WWDC 2011 , which added notification , messaging and reminder features . Apple limited some features , most notably the voice control system Siri , to the iPhone . iOS 6 , which was released on September 19 , 2012 to the fourth and fifth generation iPod Touch models , contains 200 new features including Passbook , Facebook integration and	iPod Touch
742	743	Apple Maps . The fifth generation iPod Touch gained the ability to take panoramic photos , a feature shared with the iPhone 4S and iPhone 5 . On June 8 , 2015 , it was announced at the WWDC that the iPod Touch fifth generation would support iOS 9 , along with other A5 devices . This makes the iPod Touch fifth generation the only iPod Touch to support 4 major versions of iOS . Recent iOS updates have been free for owners of supported iPod Touch models , but Apple received criticism for charging iPod Touch owners for versions 2.0 and 3.0 , which iPhone owners received for free , and for excluding certain features from the iPod Touch software that the iPhone included . Apple 's position was that they could add features for free to the iPhone because the revenue from it is accounted for on a subscription basis under accounting rules , rather than as a one time payment . At WWDC in June 2010 , as of iOS 4 , Steve Jobs announced that Apple had `` found a way '' to make subsequent OS upgrades available free to iPod Touch owners . Purchasing content ( edit ) To purchase content on the iPod Touch , the user must create an Apple ID or have an existing account . With this account one may download music and videos from the iTunes Store , apps from the App Store , or books from the iBookstore .	iPod Touch
743	744	An Apple ID account created without a credit card can be used to get free content , and gift cards can be bought to pay for apps instead of using credit cards . This is convenient for users who want to purchase an app , song , video , or E-book , but do not have a credit card . Third - party applications ( edit ) The only official way to obtain third - party applications for the iPod Touch is Apple 's App Store , which is a branch of iTunes Store . The App Store application , available in all versions of iOS from 2.0 onwards , allows users to browse and download applications from a single online repository ( hosted by Apple ) with the iTunes Store . To develop such software , a software development kit ( SDK ) was officially announced on March 6 , 2008 , at an Apple Town Hall meeting . The iOS SDK allows making applications for the iPhone and iPod Touch after paying a fee to join the development team . The developer can then set the price for the applications they develop and will receive 70 % of money earned . Apple retains 30 % of the sale price with no minimum fixed fee . User - made modifications ( edit ) See also : iOS jailbreaking Like all of Apple 's iOS devices , the iPod Touch is a tightly controlled or closed platform . Modifying or	iPod Touch
744	745	replacing the operating system violates the device warranty , communication between apps is limited and controlled , and Apple is the only authorized software vendor . Hackers have attempted to ' jailbreak ' all iOS devices to enable forbidden or unsupported features , such as multitasking in iOS versions before 4.0 , themes for the home screen and the use of software Apple has refused to sell such as a battery percentage indicator . Jailbreaks for the iPod Touch first surfaced a month after the first model was released in September 2007 , when hackers released JailbreakMe 1.0 ( also called `` AppSnapp '' ) to jailbreak iPhone OS 1.1. 1 . This allowed users to install third - party programs on their devices before Apple permitted this . As of August 2014 , each version of iOS on iPod Touches can be jailbroken using tools such as PwnageTool , redsn0w , Absinthe , both versions of evasi0n , and Pangu . Apple 's warranty statement implies that an iPod Touch after jailbreaking or other modification made by unofficial means is not covered by Apple 's warranty . Jailbreaking is a violation of the Terms and Conditions for using iOS . The jailbreaking process can normally be undone by performing a restore through iTunes . Comparison to the iPhone ( edit ) Main article : List of iOS devices The iPod Touch is generally similar to the iPhone . Compared to a same - generation iPhone , an iPod Touch	iPod Touch
745	746	is thinner , lighter and less expensive , while lacking some hardware and software features . Steve Jobs once referred to the iPod Touch as `` training wheels for the iPhone '' . All iPods lack Touch ID , 3D Touch , NFC , GPS , an earpiece speaker and a noise - cancelling microphone . Depending on the generation , the iPod Touch may have a smaller or inferior display and camera ( s ) . Newer models ( 5th and 6th generation ) lack the ambient light sensor that makes automatic brightness available . Older models lack a built in speaker , a microphone , a camera , and a flash . No iPod Touch has a modem through which it can place phone calls or send SMS and MMS . However , 5th and 6th generation models can either piggy - back on iPhones using Continuity or use VOIP and online SMS services to provide this functionality . Requirements ( edit ) As of the 6th Generation iPod Touch : iTunes 12.3 or later macOS 10.8. 5 or later Windows 7 or later Setup and synchronization ( edit ) For iPod Touch units bought before October 12 , 2011 users must own a Mac or PC computer to be able to use the iPod . Users then must install iTunes and connect the iPod through a USB port . The iPod will then be set up in iTunes . New iPods bought after October 12 , 2011	iPod Touch
746	747	have iOS 5.0 preloaded , and allow activation wirelessly , without the need of a PC or Mac . Earlier iPod Touch units must be plugged into a computer to be synced . This will charge the iPod Touch and sync the music library , videos , pictures and backup data . iOS 5 enables the user to do all this from the device and send it to the iCloud service , which supports macOS Lion and later . Battery charging with FireWire ( edit ) Starting with the second generation model , the iPod Touch dropped support charging from the 12 V pin of a FireWire cable . Charging the iPod Touch takes about 2 hours ( 80 per cent capacity ) for fast charge , and full charge takes about 4 hours . Apple Lightning connector ( edit ) Main article : Lightning ( connector ) Apple Lightning connector The fifth and sixth generations of the iPod touch both feature a new dock connector , called `` Lightning '' , which replaces the 30 - pin dock connector on older iPhone , iPad and iPod models . The Apple Lightning connector has eight pins and all the signaling is digital . This new connector is smaller than the previous one allowing for a slimmer form factor . Apple Lightning cables have duplicate pins on both sides of the plug , this makes the plug reversible . Various accessories are available to connect the Apple Lightning connector to the	iPod Touch
747	748	older 30 - pin dock connector or USB , although not all old accessories will work , because the lightning connector can not handle analog signals . Models ( edit ) See also : iPod Touch model comparison As of July 2015 , there are six types of produced iPod Touch devices . 1st generation ( 2007 -- 2008 ) Supported until 2010 ( iPhone OS 3.1. 3 ) 2nd generation ( 2008 -- 2010 ) Supported until 2011 ( iOS 4.2. 1 ) 3rd generation ( 2009 -- 2010 ) Supported until 2012 ( iOS 5.1. 1 ) 4th generation ( 2010 -- 2013 ) Supported until 2014 ( iOS 6.1. 6 ) 5th generation ( 2012 -- 2015 ) Supported until 2016 ( iOS 9.3. 5 ) 6th generation ( 2015 -- present ) Supported as of 2018 ( iOS 11.3 ) Timeline of models ( edit ) Sources : Apple press release library , Mactracker Apple Inc. model database See also ( edit ) Apple Inc. portal Book : Apple Inc . Comparison of iPod managers Comparison of portable media players List of iOS devices References ( edit ) ^ Jump up to : Smith , Mat ( May 30 , 2013 ) . `` Apple : 100 million iPod touches sold since 2007 '' . Engadget . AOL Inc . Retrieved January 29 , 2014 . Jump up ^ `` New A8 iPod Touch Clocks in at 1.10 GHz , Includes 1GB RAM and Bluetooth 4.1	iPod Touch
748	749	'' . Jump up ^ Brandon Chester . `` Apple Refreshes The iPod Touch With A8 SoC And New Cameras '' . Jump up ^ `` Apple - iPod touch - Technical Specifications '' . Apple . Apple Inc . Retrieved July 15 , 2015 . Jump up ^ `` iPod touch - Features '' . Apple . Retrieved June 10 , 2013 . Jump up ^ Although physical memory usually comes in powers - of - two GiB , Apple lists its capacities in GB , and also allows for formatting overhead . Jump up ^ `` Apple cuts prices on iPod Touch line , refreshes 16GB model '' . CNET . June 26 , 2014 . Retrieved June 26 , 2014 . Jump up ^ `` Apple removes iPod nano and shuffle from website hinting at discontinuation '' . 9to5Mac. 27 July 2017 . Retrieved 27 July 2017 . Jump up ^ Sadun , Erica ( September 5 , 2007 ) . `` Apple announces iPod Touch : iPhone without the phone '' . TUAW . Retrieved September 5 , 2007 . Jump up ^ `` Apple announce iOS 5 and iPhone release date '' . Apple . October 4 , 2011 . Retrieved October 4 , 2011 . Jump up ^ Lawler , Richard ( October 4 , 2011 ) . `` iPod touch still maxes out at 64GB / $399 , available in white October 12th '' . Engadget . AOL . Retrieved May 5 ,	iPod Touch
749	750	2012 . Jump up ^ Gunther , Cory ( September 19 , 2012 ) . `` What 's new in iOS 6 ? Here 's the changelog '' . SlashGear . R3 Media . Retrieved January 1 , 2013 . Jump up ^ Block , Ryan ( January 17 , 2008 ) . `` iPod touch users : if you bought after Jan 1 the new apps are free -- maybe '' . Engadget . AOL . Retrieved March 3 , 2010 . Jump up ^ Arya , Aayush ( January 24 , 2008 ) . `` Early Adopter Tax Resurfaces with the iPod touch January Software Upgrade '' . AppleMatters . Retrieved March 3 , 2010 . Jump up ^ Dalrymple , Jim . `` Accounting rules behind iPod touch update charge '' . Macworld . Retrieved March 3 , 2010 . Jump up ^ Block , Ryan ( March 8 , 2008 ) . `` Live from Apple 's iPhone SDK press conference '' . Engadget . AOL . Retrieved March 3 , 2010 . Jump up ^ Wilson , Ben ( October 10 , 2007 ) . `` Official iPhone 1.1. 1 jailbreak released with easy - to - follow instructions ; does not require TIFF exploit '' . CNET . CBS Interactive . Retrieved November 10 , 2009 . Jump up ^ Keizer , Gregg ( October 29 , 2007 ) . `` Hacker Software Can Install Unauthorized Software on iPhones '' . PCWorld . Retrieved	iPod Touch
750	751	August 25 , 2011 . Jump up ^ `` iPod and iSight Warranty '' ( PDF ) . Apple . p. 1 . Retrieved December 24 , 2008 . Jump up ^ Fildes , Nic ( September 19 , 2007 ) . `` iPhone finally arrives but it 's neither cheap nor G3 '' . The Independent . UK . Retrieved October 24 , 2008 . Jump up ^ `` iOS 5 - See new features included in iOS 5 '' . Apple . Archived from the original on October 6 , 2011 . Retrieved November 29 , 2011 . Jump up ^ `` iPhone and iPod touch : Charging the battery '' . Apple . October 15 , 2008 . Retrieved January 12 , 2010 . Jump up ^ `` Apple iPhone 5 features '' . Apple . September 12 , 2012 . Retrieved September 13 , 2012 . Jump up ^ McGlaun , Shane ( September 13 , 2012 ) . `` iPhone 5 wo n't work with some accessories even with Apple Lightning adapter '' . SlashGear . R3 Media . Retrieved September 13 , 2012 . Jump up ^ Apple Inc. , Apple press release library , Retrieved September 19 , 2007 . Jump up ^ Mactracker ( mactracker.ca ) , Apple Inc. model database , version as of 26 July 2007 . External links ( edit ) Wikimedia Commons has media related to iPod Touch . iPod Touch -- official site Technical Specifications ( all	iPod Touch
751	752	models ) on Apple Inc . iOS and iOS - based products History Outline Hardware Apple TV 2nd 3rd iPad 1st 3rd 4th Air 1st 2017 2018 iPad Mini 1st iPad Pro 1st 2nd iPhone 1st 3G 3GS 4S 5 5C 5S 6 & 6 Plus 6S & 6S Plus SE 7 & 7 Plus 8 & 8 Plus X iPod Touch 1st 2nd 3rd 4th 5th 6th Software AirDrop AirPlay AirPrint CarPlay Cocoa Touch Control Center Core Animation HomeKit iTunes iOS 5 6 7 8 9 10 11 All Notification Center SDK Siri Spotlight SpringBoard VoiceOver WebKit Bundled apps Calendar Clock Contacts FaceTime Files Find My Friends Find My iPhone Health Home iBooks Mail Maps Messages Music News Notes Photos Reminders Safari TV Videos Wallet Weather Watch Discontinued Newsstand Apple apps AirPort Utility Clips iLife GarageBand iMovie iWork Keynote Numbers Pages Logic Remote Remote Discontinued Beats Music Cards iPhoto Nike + iPod Services Apple Pay App Store Game Center iBookstore iCloud iMessage iTunes Connect iTunes Store Multitasking Push Notifications TestFlight Discontinued iAd iTunes Radio MobileMe Other 300 - page bill Apple mobile application processors FairPlay Free and open - source iOS applications Games History of iPhone iFund Jailbreaking Metal Swift WWDC iPod Models Classic Photo iPod + HP iPod U2 Mini Shuffle Nano Touch Accessories Earbuds iPod Hi - Fi Nike + iPod Software Comparison of iPod managers iOS Store iPod game iTunes Store version history Other Advertising Click wheel Dock Connector Italics indicate discontinued products . Apple hardware	iPod Touch
